m/z	z	Intensity	Peptide #	Ion Type	Index	Charge	Elem Comp	Error
226.8400	1	0						
226.8800	1	0						
226.9200	1	0						
226.9600	1	0						
227.0000	1	0						
227.0400	1	0						
227.0800	1	0						
227.1200	1	0						
227.1600	1	0						
227.2000	1	0						
227.2400	1	0						
227.2800	1	0						
227.3200	1	0						
227.3600	1	0						
227.4000	1	0						
227.4400	1	0						
227.4800	1	0						
227.5200	1	0						
227.5600	1	0						
227.6000	1	0						
227.6400	1	0						
227.6800	1	0						
227.7200	1	0						
227.7600	1	0						
227.8000	1	0						
227.8400	1	0						
227.8800	1	8.70e-5						
227.9200	1	2.97e-4						
227.9600	1	3.71e-4						
228.0000	1	7.16e-4						
228.0400	1	5.42e-4						
228.0800	1	4.93e-4						
228.1200	1	0.00136						
228.1600	1	0.00174						
228.2000	1	9.94e-4						
228.2400	1	3.16e-4						
228.2800	1	5.40e-5						
228.3200	1	0						
228.3600	1	0						
228.4000	1	0						
228.4400	1	0						
228.4800	1	0						
228.5200	1	0						
228.5600	1	0						
228.6000	1	0						
228.6400	1	0						
228.6800	1	0						
228.7200	1	0						
228.7600	1	0						
228.8000	1	0						
228.8400	1	0						
228.8800	1	0						
228.9200	1	0						
228.9600	1	0						
229.0000	1	0						
229.0400	1	0						
229.0800	1	0						
229.1200	1	0						
229.1600	1	0						
229.2000	1	0						
229.2400	1	0						
229.2800	1	0						
229.3200	1	0						
229.3600	1	0						
229.4000	1	0						
229.4400	1	0						
229.4800	1	0						
229.5200	1	0						
229.5600	1	0						
229.6000	1	0						
229.6400	1	0						
229.6800	1	0						
229.7200	1	0						
229.7600	1	0						
229.8000	1	0						
229.8400	1	0						
229.8800	1	0						
229.9200	1	1.20e-5						
229.9600	1	1.33e-4						
230.0000	1	1.97e-4						
230.0400	1	9.00e-5						
230.0800	1	2.30e-5						
230.1200	1	2.00e-6						
230.1600	1	0						
230.2000	1	0						
230.2400	1	0						
230.2800	1	0						
230.3200	1	0						
230.3600	1	0						
230.4000	1	0						
230.4400	1	0						
230.4800	1	0						
230.5200	1	0						
230.5600	1	0						
230.6000	1	0						
230.6400	1	0						
230.6800	1	0						
230.7200	1	0						
230.7600	1	0						
230.8000	1	0						
230.8400	1	0						
230.8800	1	0						
230.9200	1	0						
230.9600	1	0						
231.0000	1	8.40e-5						
231.0400	1	4.86e-4						
231.0800	1	6.34e-4						
231.1200	1	3.44e-4						
231.1600	1	1.14e-4						
231.2000	1	1.90e-5						
231.2400	1	0						
231.2800	1	0						
231.3200	1	0						
231.3600	1	0						
231.4000	1	0						
231.4400	1	0						
231.4800	1	0						
231.5200	1	0						
231.5600	1	0						
231.6000	1	0						
231.6400	1	0						
231.6800	1	0						
231.7200	1	0						
231.7600	1	0						
231.8000	1	0						
231.8400	1	0						
231.8800	1	2.90e-5						
231.9200	1	2.20e-4						
231.9600	1	2.72e-4						
232.0000	1	1.32e-4						
232.0400	1	4.10e-5						
232.0800	1	5.00e-6						
232.1200	1	0						
232.1600	1	0						
232.2000	1	0						
232.2400	1	0						
232.2800	1	0						
232.3200	1	0						
232.3600	1	0						
232.4000	1	0						
232.4400	1	0						
232.4800	1	0						
232.5200	1	0						
232.5600	1	0						
232.6000	1	0						
232.6400	1	0						
232.6800	1	0						
232.7200	1	0						
232.7600	1	3.00e-6						
232.8000	1	2.82e-4						
232.8400	1	3.14e-4						
232.8800	1	1.32e-4						
232.9200	1	3.50e-5						
232.9600	1	7.50e-5						
233.0000	1	3.84e-4						
233.0400	1	3.47e-4						
233.0800	1	1.49e-4						
233.1200	1	2.75e-4						
233.1600	1	4.19e-4						
233.2000	1	2.48e-4						
233.2400	1	8.80e-5						
233.2800	1	1.50e-5						
233.3200	1	0						
233.3600	1	0						
233.4000	1	0						
233.4400	1	0						
233.4800	1	0						
233.5200	1	0						
233.5600	1	0						
233.6000	1	0						
233.6400	1	0						
233.6800	1	0						
233.7200	1	0						
233.7600	1	0						
233.8000	1	0						
233.8400	1	0						
233.8800	1	0						
233.9200	1	0						
233.9600	1	0						
234.0000	1	0						
234.0400	1	0						
234.0800	1	6.11e-4						
234.1200	1	0.00132						
234.1600	1	8.19e-4						
234.2000	1	2.81e-4						
234.2400	1	5.90e-5						
234.2800	1	0						
234.3200	1	0						
234.3600	1	0						
234.4000	1	0						
234.4400	1	0						
234.4800	1	0						
234.5200	1	0						
234.5600	1	0						
234.6000	1	0						
234.6400	1	0						
234.6800	1	0						
234.7200	1	0						
234.7600	1	0						
234.8000	1	0						
234.8400	1	0						
234.8800	1	0						
234.9200	1	0						
234.9600	1	0						
235.0000	1	0						
235.0400	1	3.00e-6						
235.0800	1	1.77e-4						
235.1200	1	5.37e-4						
235.1600	1	0.00144						
235.2000	1	0.00152						
235.2400	1	6.94e-4						
235.2800	1	1.90e-4						
235.3200	1	2.60e-5						
235.3600	1	0						
235.4000	1	0						
235.4400	1	0						
235.4800	1	0						
235.5200	1	0						
235.5600	1	0						
235.6000	1	0						
235.6400	1	0						
235.6800	1	0						
235.7200	1	0						
235.7600	1	0						
235.8000	1	0						
235.8400	1	0						
235.8800	1	0						
235.9200	1	0						
235.9600	1	0						
236.0000	1	8.70e-5						
236.0400	1	5.24e-4						
236.0800	1	6.00e-4						
236.1200	1	2.87e-4						
236.1600	1	3.16e-4						
236.2000	1	0.00103						
236.2400	1	8.85e-4						
236.2800	1	3.79e-4						
236.3200	1	9.90e-5						
236.3600	1	8.00e-6						
236.4000	1	0						
236.4400	1	0						
236.4800	1	0						
236.5200	1	0						
236.5600	1	0						
236.6000	1	0						
236.6400	1	0						
236.6800	1	0						
236.7200	1	0						
236.7600	1	0						
236.8000	1	0						
236.8400	1	2.60e-5						
236.8800	1	3.35e-4						
236.9200	1	5.95e-4						
236.9600	1	7.63e-4						
237.0000	1	0.00126						
237.0400	1	0.00213						
237.0800	1	0.00247						
237.1200	1	0.00231						
237.1600	1	0.00157						
237.2000	1	6.72e-4						
237.2400	1	1.88e-4						
237.2800	1	2.70e-5						
237.3200	1	0						
237.3600	1	0						
237.4000	1	0						
237.4400	1	0						
237.4800	1	0						
237.5200	1	0						
237.5600	1	0						
237.6000	1	0						
237.6400	1	0						
237.6800	1	0						
237.7200	1	0						
237.7600	1	0						
237.8000	1	0						
237.8400	1	0						
237.8800	1	0						
237.9200	1	0						
237.9600	1	0						
238.0000	1	0						
238.0400	1	0						
238.0800	1	0						
238.1200	1	0						
238.1600	1	0						
238.2000	1	0						
238.2400	1	0						
238.2800	1	0						
238.3200	1	0						
238.3600	1	0						
238.4000	1	0						
238.4400	1	0						
238.4800	1	0						
238.5200	1	0						
238.5600	1	0						
238.6000	1	0						
238.6400	1	0						
238.6800	1	0						
238.7200	1	0						
238.7600	1	4.00e-6						
238.8000	1	3.87e-4						
238.8400	1	8.71e-4						
238.8800	1	0.00103						
238.9200	1	0.00103						
238.9600	1	0.00156						
239.0000	1	0.00286						
239.0400	1	0.00461						
239.0800	1	0.00486						
239.1200	1	0.00325						
239.1600	1	0.00316						
239.2000	1	0.00441						
239.2400	1	0.00375						
239.2800	1	0.00240						
239.3200	1	0.00100						
239.3600	1	2.66e-4						
239.4000	1	4.80e-5						
239.4400	1	0						
239.4800	1	0						
239.5200	1	0						
239.5600	1	0						
239.6000	1	0						
239.6400	1	0						
239.6800	1	0						
239.7200	1	0						
239.7600	1	0						
239.8000	1	0						
239.8400	1	0						
239.8800	1	1.60e-5						
239.9200	1	3.59e-4						
239.9600	1	5.85e-4						
240.0000	1	0.00106						
240.0400	1	0.00283						
240.0800	1	0.00445						
240.1200	1	0.00380						
240.1600	1	0.00330						
240.2000	1	0.00274						
240.2400	1	0.00189						
240.2800	1	7.62e-4						
240.3200	1	1.93e-4						
240.3600	1	3.00e-5						
240.4000	1	0						
240.4400	1	0						
240.4800	1	0						
240.5200	1	0						
240.5600	1	0						
240.6000	1	0						
240.6400	1	0						
240.6800	1	0						
240.7200	1	0						
240.7600	1	0						
240.8000	1	0						
240.8400	1	0						
240.8800	1	1.30e-5						
240.9200	1	2.72e-4						
240.9600	1	8.99e-4						
241.0000	1	9.78e-4						
241.0400	1	7.30e-4						
241.0800	1	8.86e-4						
241.1200	1	8.76e-4						
241.1600	1	5.85e-4						
241.2000	1	1.94e-4						
241.2400	1	3.50e-5						
241.2800	1	1.00e-6						
241.3200	1	0						
241.3600	1	0						
241.4000	1	0						
241.4400	1	0						
241.4800	1	0						
241.5200	1	0						
241.5600	1	0						
241.6000	1	0						
241.6400	1	0						
241.6800	1	0						
241.7200	1	0						
241.7600	1	0						
241.8000	1	0						
241.8400	1	0						
241.8800	1	0						
241.9200	1	1.60e-5						
241.9600	1	2.09e-4						
242.0000	1	2.72e-4						
242.0400	1	1.11e-4						
242.0800	1	2.70e-5						
242.1200	1	2.00e-6						
242.1600	1	0						
242.2000	1	0						
242.2400	1	0						
242.2800	1	0						
242.3200	1	0						
242.3600	1	0						
242.4000	1	0						
242.4400	1	0						
242.4800	1	0						
242.5200	1	0						
242.5600	1	0						
242.6000	1	0						
242.6400	1	0						
242.6800	1	0						
242.7200	1	0						
242.7600	1	0						
242.8000	1	0						
242.8400	1	3.00e-5						
242.8800	1	4.63e-4						
242.9200	1	6.73e-4						
242.9600	1	3.58e-4						
243.0000	1	6.86e-4						
243.0400	1	0.00167						
243.0800	1	0.00221						
243.1200	1	0.00177						
243.1600	1	0.00112						
243.2000	1	5.46e-4						
243.2400	1	1.75e-4						
243.2800	1	4.30e-5						
243.3200	1	5.00e-6						
243.3600	1	0						
243.4000	1	0						
243.4400	1	0						
243.4800	1	0						
243.5200	1	0						
243.5600	1	0						
243.6000	1	0						
243.6400	1	0						
243.6800	1	0						
243.7200	1	0						
243.7600	1	0						
243.8000	1	0						
243.8400	1	0						
243.8800	1	0						
243.9200	1	0						
243.9600	1	0						
244.0000	1	0						
244.0400	1	0						
244.0800	1	0						
244.1200	1	0						
244.1600	1	0						
244.2000	1	0						
244.2400	1	0						
244.2800	1	0						
244.3200	1	0						
244.3600	1	0						
244.4000	1	0						
244.4400	1	0						
244.4800	1	0						
244.5200	1	0						
244.5600	1	0						
244.6000	1	0						
244.6400	1	0						
244.6800	1	0						
244.7200	1	0						
244.7600	1	0						
244.8000	1	0						
244.8400	1	0						
244.8800	1	0						
244.9200	1	0						
244.9600	1	0						
245.0000	1	1.83e-4						
245.0400	1	0.00110						
245.0800	1	0.00136						
245.1200	1	9.94e-4						
245.1600	1	5.32e-4						
245.2000	1	1.74e-4						
245.2400	1	3.90e-5						
245.2800	1	5.00e-6						
245.3200	1	0						
245.3600	1	0						
245.4000	1	0						
245.4400	1	0						
245.4800	1	0						
245.5200	1	0						
245.5600	1	0						
245.6000	1	0						
245.6400	1	0						
245.6800	1	0						
245.7200	1	0						
245.7600	1	0						
245.8000	1	0						
245.8400	1	0						
245.8800	1	0						
245.9200	1	0						
245.9600	1	0						
246.0000	1	0						
246.0400	1	0						
246.0800	1	0						
246.1200	1	0						
246.1600	1	0						
246.2000	1	0						
246.2400	1	0						
246.2800	1	0						
246.3200	1	0						
246.3600	1	0						
246.4000	1	0						
246.4400	1	0						
246.4800	1	0						
246.5200	1	0						
246.5600	1	0						
246.6000	1	0						
246.6400	1	0						
246.6800	1	0						
246.7200	1	0						
246.7600	1	1.74e-4						
246.8000	1	4.42e-4						
246.8400	1	2.65e-4						
246.8800	1	8.80e-5						
246.9200	1	3.85e-4						
246.9600	1	8.18e-4						
247.0000	1	6.49e-4						
247.0400	1	0.00103						
247.0800	1	9.88e-4						
247.1200	1	5.48e-4						
247.1600	1	3.66e-4						
247.2000	1	4.46e-4						
247.2400	1	6.85e-4						
247.2800	1	4.23e-4						
247.3200	1	1.47e-4						
247.3600	1	3.10e-5						
247.4000	1	0						
247.4400	1	0						
247.4800	1	0						
247.5200	1	0						
247.5600	1	0						
247.6000	1	0						
247.6400	1	0						
247.6800	1	0						
247.7200	1	0						
247.7600	1	0						
247.8000	1	0						
247.8400	1	0						
247.8800	1	0						
247.9200	1	0						
247.9600	1	1.50e-5						
248.0000	1	1.37e-4						
248.0400	1	1.76e-4						
248.0800	1	5.42e-4						
248.1200	1	0.00130						
248.1600	1	0.00135						
248.2000	1	0.00101						
248.2400	1	5.42e-4						
248.2800	1	1.87e-4						
248.3200	1	4.40e-5						
248.3600	1	4.00e-6						
248.4000	1	0						
248.4400	1	0						
248.4800	1	0						
248.5200	1	0						
248.5600	1	0						
248.6000	1	0						
248.6400	1	0						
248.6800	1	0						
248.7200	1	0						
248.7600	1	0						
248.8000	1	0						
248.8400	1	0						
248.8800	1	2.99e-4						
248.9200	1	0.00106						
248.9600	1	0.00164						
249.0000	1	0.00343						
249.0400	1	0.00433						
249.0800	1	0.00380						
249.1200	1	0.00404						
249.1600	1	0.00414						
249.2000	1	0.00293						
249.2400	1	0.00168						
249.2800	1	7.37e-4						
249.3200	1	2.24e-4						
249.3600	1	4.60e-5						
249.4000	1	5.00e-6						
249.4400	1	0						
249.4800	1	0						
249.5200	1	0						
249.5600	1	0						
249.6000	1	0						
249.6400	1	0						
249.6800	1	0						
249.7200	1	0						
249.7600	1	0						
249.8000	1	0						
249.8400	1	0						
249.8800	1	0						
249.9200	1	0						
249.9600	1	0						
250.0000	1	0						
250.0400	1	0						
250.0800	1	0						
250.1200	1	7.40e-5						
250.1600	1	4.99e-4						
250.2000	1	4.49e-4						
250.2400	1	1.79e-4						
250.2800	1	4.40e-5						
250.3200	1	1.00e-6						
250.3600	1	0						
250.4000	1	0						
250.4400	1	0						
250.4800	1	0						
250.5200	1	0						
250.5600	1	0						
250.6000	1	0						
250.6400	1	0						
250.6800	1	0						
250.7200	1	0						
250.7600	1	0						
250.8000	1	0						
250.8400	1	0						
250.8800	1	0						
250.9200	1	3.00e-6						
250.9600	1	2.10e-4						
251.0000	1	7.19e-4						
251.0400	1	5.97e-4						
251.0800	1	2.48e-4						
251.1200	1	6.00e-5						
251.1600	1	4.00e-6						
251.2000	1	0						
251.2400	1	0						
251.2800	1	0						
251.3200	1	0						
251.3600	1	0						
251.4000	1	0						
251.4400	1	0						
251.4800	1	0						
251.5200	1	0						
251.5600	1	0						
251.6000	1	0						
251.6400	1	0						
251.6800	1	0						
251.7200	1	0						
251.7600	1	0						
251.8000	1	0						
251.8400	1	0						
251.8800	1	7.10e-5						
251.9200	1	4.03e-4						
251.9600	1	8.24e-4						
252.0000	1	9.80e-4						
252.0400	1	4.76e-4						
252.0800	1	1.33e-4						
252.1200	1	1.68e-4						
252.1600	1	9.53e-4						
252.2000	1	8.77e-4						
252.2400	1	3.70e-4						
252.2800	1	1.02e-4						
252.3200	1	7.00e-6						
252.3600	1	0						
252.4000	1	0						
252.4400	1	0						
252.4800	1	0						
252.5200	1	0						
252.5600	1	0						
252.6000	1	0						
252.6400	1	0						
252.6800	1	0						
252.7200	1	0						
252.7600	1	0						
252.8000	1	1.00e-6						
252.8400	1	2.53e-4						
252.8800	1	0.00109						
252.9200	1	0.00100						
252.9600	1	7.31e-4						
253.0000	1	0.00113						
253.0400	1	0.00170						
253.0800	1	0.00186						
253.1200	1	0.00176						
253.1600	1	9.33e-4						
253.2000	1	2.99e-4						
253.2400	1	6.00e-5						
253.2800	1	0						
253.3200	1	0						
253.3600	1	0						
253.4000	1	0						
253.4400	1	0						
253.4800	1	0						
253.5200	1	0						
253.5600	1	0						
253.6000	1	0						
253.6400	1	0						
253.6800	1	0						
253.7200	1	0						
253.7600	1	0						
253.8000	1	0						
253.8400	1	0						
253.8800	1	0						
253.9200	1	2.33e-4						
253.9600	1	0.00192						
254.0000	1	0.00299						
254.0400	1	0.00250						
254.0800	1	0.00201						
254.1200	1	0.00134						
254.1600	1	0.00127						
254.2000	1	9.04e-4						
254.2400	1	3.32e-4						
254.2800	1	7.80e-5						
254.3200	1	5.00e-6						
254.3600	1	0						
254.4000	1	0						
254.4400	1	0						
254.4800	1	0						
254.5200	1	0						
254.5600	1	0						
254.6000	1	0						
254.6400	1	0						
254.6800	1	0						
254.7200	1	6.00e-6						
254.7600	1	2.62e-4						
254.8000	1	5.70e-4						
254.8400	1	3.57e-4						
254.8800	1	1.23e-4						
254.9200	1	2.70e-5						
254.9600	1	0						
255.0000	1	0						
255.0400	1	1.30e-4						
255.0800	1	6.28e-4						
255.1200	1	5.91e-4						
255.1600	1	2.44e-4						
255.2000	1	6.90e-5						
255.2400	1	3.22e-4						
255.2800	1	2.97e-4						
255.3200	1	1.04e-4						
255.3600	1	1.90e-5						
255.4000	1	0						
255.4400	1	0						
255.4800	1	0						
255.5200	1	0						
255.5600	1	0						
255.6000	1	0						
255.6400	1	0						
255.6800	1	0						
255.7200	1	0						
255.7600	1	0						
255.8000	1	0						
255.8400	1	0						
255.8800	1	0						
255.9200	1	0						
255.9600	1	1.70e-5						
256.0000	1	1.59e-4						
256.0400	1	2.41e-4						
256.0800	1	1.45e-4						
256.1200	1	9.92e-4						
256.1600	1	0.00137						
256.2000	1	6.63e-4						
256.2400	1	1.87e-4						
256.2800	1	1.14e-4						
256.3200	1	6.45e-4						
256.3600	1	7.48e-4						
256.4000	1	3.35e-4						
256.4400	1	8.70e-5						
256.4800	1	7.00e-6						
256.5200	1	0						
256.5600	1	0						
256.6000	1	0						
256.6400	1	0						
256.6800	1	0						
256.7200	1	0						
256.7600	1	0						
256.8000	1	0						
256.8400	1	0						
256.8800	1	0						
256.9200	1	0						
256.9600	1	2.09e-4						
257.0000	1	7.60e-4						
257.0400	1	8.48e-4						
257.0800	1	0.00142						
257.1200	1	0.00295						
257.1600	1	0.00471						
257.2000	1	0.00351						
257.2400	1	0.00239						
257.2800	1	0.00171						
257.3200	1	8.75e-4						
257.3600	1	3.19e-4						
257.4000	1	7.10e-5						
257.4400	1	8.00e-6						
257.4800	1	0						
257.5200	1	7.00e-6						
257.5600	1	0.00134						
257.6000	1	0.00306						
257.6400	1	0.00190						
257.6800	1	6.24e-4						
257.7200	1	1.22e-4						
257.7600	1	0						
257.8000	1	0						
257.8400	1	3.20e-5						
257.8800	1	7.68e-4						
257.9200	1	0.00179						
257.9600	1	0.00201						
258.0000	1	0.00325						
258.0400	1	0.00676						
258.0800	1	0.0115	1	y-NH3	3	1	C11 H20 N3 O4	-251
258.1200	1	0.0135	1	y-NH3	3	1	C11 H20 N3 O4	-96
258.1600	1	0.0105	1	y-NH3	3	1	C11 H20 N3 O4	59
258.2000	1	0.00726	1	y-NH3	3	1	C11 H20 N3 O4	214
258.2400	1	0.00481						
258.2800	1	0.00276						
258.3200	1	0.00109						
258.3600	1	2.72e-4						
258.4000	1	4.30e-5						
258.4400	1	1.00e-6						
258.4800	1	1.00e-6						
258.5200	1	1.00e-6						
258.5600	1	0						
258.6000	1	0						
258.6400	1	0						
258.6800	1	0						
258.7200	1	0						
258.7600	1	0						
258.8000	1	0						
258.8400	1	0						
258.8800	1	3.30e-5						
258.9200	1	8.17e-4						
258.9600	1	0.00139						
259.0000	1	0.00144						
259.0400	1	0.00145						
259.0800	1	9.76e-4						
259.1200	1	0.00149						
259.1600	1	0.00125						
259.2000	1	4.82e-4						
259.2400	1	1.14e-4						
259.2800	1	5.00e-6						
259.3200	1	0						
259.3600	1	0						
259.4000	1	0						
259.4400	1	0						
259.4800	1	0						
259.5200	1	0						
259.5600	1	0						
259.6000	1	3.30e-5						
259.6400	1	4.38e-4						
259.6800	1	5.74e-4						
259.7200	1	2.82e-4						
259.7600	1	8.10e-5						
259.8000	1	1.10e-5						
259.8400	1	7.00e-6						
259.8800	1	2.52e-4						
259.9200	1	6.05e-4						
259.9600	1	4.41e-4						
260.0000	1	5.72e-4						
260.0400	1	6.28e-4						
260.0800	1	0.00127						
260.1200	1	0.00139						
260.1600	1	6.65e-4						
260.2000	1	1.95e-4						
260.2400	1	2.80e-5						
260.2800	1	0						
260.3200	1	0						
260.3600	1	0						
260.4000	1	0						
260.4400	1	0						
260.4800	1	0						
260.5200	1	0						
260.5600	1	0						
260.6000	1	0						
260.6400	1	0						
260.6800	1	0						
260.7200	1	0						
260.7600	1	1.50e-5						
260.8000	1	3.95e-4						
260.8400	1	6.49e-4						
260.8800	1	3.40e-4						
260.9200	1	1.08e-4						
260.9600	1	1.90e-5						
261.0000	1	1.02e-4						
261.0400	1	3.25e-4						
261.0800	1	2.37e-4						
261.1200	1	9.10e-5						
261.1600	1	9.34e-4						
261.2000	1	0.00130						
261.2400	1	6.27e-4						
261.2800	1	2.30e-4						
261.3200	1	3.44e-4						
261.3600	1	3.20e-4						
261.4000	1	1.47e-4						
261.4400	1	4.10e-5						
261.4800	1	5.00e-6						
261.5200	1	0						
261.5600	1	0						
261.6000	1	0						
261.6400	1	0						
261.6800	1	0						
261.7200	1	0						
261.7600	1	0						
261.8000	1	0						
261.8400	1	0						
261.8800	1	0						
261.9200	1	0						
261.9600	1	0						
262.0000	1	0						
262.0400	1	0						
262.0800	1	1.19e-4						
262.1200	1	8.23e-4						
262.1600	1	8.91e-4						
262.2000	1	4.27e-4						
262.2400	1	1.29e-4						
262.2800	1	1.60e-5						
262.3200	1	0						
262.3600	1	0						
262.4000	1	0						
262.4400	1	0						
262.4800	1	0						
262.5200	1	2.00e-6						
262.5600	1	2.51e-4						
262.6000	1	5.07e-4						
262.6400	1	3.03e-4						
262.6800	1	1.06e-4						
262.7200	1	2.30e-5						
262.7600	1	0						
262.8000	1	0						
262.8400	1	0						
262.8800	1	0						
262.9200	1	0						
262.9600	1	0						
263.0000	1	0						
263.0400	1	0						
263.0800	1	0						
263.1200	1	0						
263.1600	1	0						
263.2000	1	0						
263.2400	1	0						
263.2800	1	0						
263.3200	1	0						
263.3600	1	0						
263.4000	1	0						
263.4400	1	0						
263.4800	1	0						
263.5200	1	0						
263.5600	1	0						
263.6000	1	0						
263.6400	1	0						
263.6800	1	0						
263.7200	1	0						
263.7600	1	0						
263.8000	1	0						
263.8400	1	0						
263.8800	1	0						
263.9200	1	0						
263.9600	1	0						
264.0000	1	0						
264.0400	1	0						
264.0800	1	0						
264.1200	1	0						
264.1600	1	0						
264.2000	1	3.63e-4						
264.2400	1	9.73e-4						
264.2800	1	6.14e-4						
264.3200	1	2.10e-4						
264.3600	1	3.70e-5						
264.4000	1	0						
264.4400	1	0						
264.4800	1	0						
264.5200	1	0						
264.5600	1	0						
264.6000	1	0						
264.6400	1	0						
264.6800	1	1.00e-6						
264.7200	1	1.16e-4						
264.7600	1	4.72e-4						
264.8000	1	4.21e-4						
264.8400	1	1.82e-4						
264.8800	1	1.21e-4						
264.9200	1	5.81e-4						
264.9600	1	6.06e-4						
265.0000	1	2.65e-4						
265.0400	1	6.60e-5						
265.0800	1	5.20e-5						
265.1200	1	5.71e-4						
265.1600	1	0.00135						
265.2000	1	0.00108						
265.2400	1	4.49e-4						
265.2800	1	1.05e-4						
265.3200	1	8.00e-6						
265.3600	1	0						
265.4000	1	0						
265.4400	1	0						
265.4800	1	0						
265.5200	1	0						
265.5600	1	0						
265.6000	1	0						
